"HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeGoalsFull","AwayGoalsFull","ExtraTimePossible","HomeAdvantage"
"Azerbaijan","Turkey","2010-10-12","European Championship qualifier",1,0,1,0,0,1
"Iceland","Portugal","2010-10-12","European Championship qualifier",1,3,1,3,0,1
"Slovakia","Ireland","2010-10-12","European Championship qualifier",1,1,1,1,0,1
"United Arab Emirates","Angola","2010-10-12","Friendly",0,2,0,2,0,1
"Macedonia","Russia","2010-10-12","European Championship qualifier",0,1,0,1,0,1
"Belarus","Albania","2010-10-12","European Championship qualifier",2,0,2,0,0,1
"Armenia","Andorra","2010-10-12","European Championship qualifier",4,0,4,0,0,1
"Latvia","Georgia","2010-10-12","European Championship qualifier",1,1,1,1,0,1
"Kuwait","Vietnam","2010-10-12","Friendly",3,1,3,1,0,1
"Panama","Peru","2010-10-12","Friendly",1,0,1,0,0,1
"Qatar","Iraq","2010-10-12","Friendly",1,2,1,2,0,1
"Estonia","Slovenia","2010-10-12","European Championship qualifier",0,1,0,1,0,1
"France","Luxembourg","2010-10-12","European Championship qualifier",2,0,2,0,0,1
"South Korea","Japan","2010-10-12","Friendly",0,0,0,0,0,1
"Scotland","Spain","2010-10-12","European Championship qualifier",2,3,2,3,0,1
"Oman","Chile","2010-10-12","Friendly",0,1,0,1,0,1
"Finland","Hungary","2010-10-12","European Championship qualifier",1,2,1,2,0,1
"Ecuador","Poland","2010-10-12","Friendly",2,2,2,2,0,0
"Mexico","Venezuela","2010-10-12","Friendly",2,2,2,2,0,1
"China","Uruguay","2010-10-12","Friendly tournament",0,4,0,4,0,1
"Kazakhstan","Germany","2010-10-12","European Championship qualifier",0,3,0,3,0,1
"Bulgaria","Saudi Arabia","2010-10-12","Friendly",2,0,2,0,0,0
"Saudi Arabia","Gabon","2010-10-12","Friendly",1,0,1,0,0,0
"Croatia","Norway","2010-10-12","Friendly",2,1,2,1,0,1
"England","Montenegro","2010-10-12","European Championship qualifier",0,0,0,0,0,1
"Belgium","Austria","2010-10-12","European Championship qualifier",4,4,4,4,0,1
"Bahrain","Uzbekistan","2010-10-12","Friendly",2,4,2,4,0,1
"Philippines","Macao","2010-10-12","Friendly tournament",5,0,5,0,0,0
"Denmark","Cyprus","2010-10-12","European Championship qualifier",2,0,2,0,0,1
"Liechtenstein","Czechia","2010-10-12","European Championship qualifier",0,2,0,2,0,1
"Costa Rica","El Salvador","2010-10-12","Friendly",2,1,2,1,0,1
"United States","Colombia","2010-10-12","Friendly",0,0,0,0,0,1
"Honduras","Guatemala","2010-10-12","Friendly",2,0,2,0,0,0
"Greece","Israel","2010-10-12","European Championship qualifier",2,1,2,1,0,1
"New Zealand","Paraguay","2010-10-12","Friendly",0,2,0,2,0,1
"Brazil","Ukraine","2010-10-11","Friendly",2,0,2,0,0,0
"Libya","Zambia","2010-10-10","African Nations Cup qualifier",1,0,1,0,0,1
"Central African Republic","Algeria","2010-10-10","African Nations Cup qualifier",2,0,2,0,0,1
"Saint Kitts and Nevis","Montserrat","2010-10-10","CONCACAF Champ & Carib Champ qual",4,0,4,0,0,0
"Sierra Leone","South Africa","2010-10-10","African Nations Cup qualifier",0,0,0,0,0,1
"Zimbabwe","Cape Verde","2010-10-10","African Nations Cup qualifier",0,0,0,0,0,1
"Jamaica","Trinidad and Tobago","2010-10-10","Friendly",1,0,1,0,0,1
"Congo","Swaziland","2010-10-10","African Nations Cup qualifier",3,1,3,1,0,1
"Madagascar","Ethiopia","2010-10-10","African Nations Cup qualifier",0,1,0,1,0,1
"Niger","Egypt","2010-10-10","African Nations Cup qualifier",1,0,1,0,0,1
"Togo","Tunisia","2010-10-10","African Nations Cup qualifier",1,2,1,2,0,1
"Ghana","Sudan","2010-10-10","African Nations Cup qualifier",0,0,0,0,0,1
"Taiwan","Philippines","2010-10-10","Friendly tournament",1,1,1,1,0,1
"Saint Vincent and the Grenadines","Barbados","2010-10-10","CONCACAF Champ & Carib Champ qual",0,0,0,0,0,1
"Guinea","Nigeria","2010-10-10","African Nations Cup qualifier",1,0,1,0,0,1
"Burkina Faso","Gambia","2010-10-09","African Nations Cup qualifier",3,1,3,1,0,1
"Guatemala","Belize","2010-10-09","Friendly",4,2,4,2,0,1
"Cameroon","Democratic Republic of Congo","2010-10-09","African Nations Cup qualifier",1,1,1,1,0,1
"Australia","Paraguay","2010-10-09","Friendly",1,0,1,0,0,1
"United Arab Emirates","Chile","2010-10-09","Friendly",0,2,0,2,0,1
"Comoros","Mozambique","2010-10-09","African Nations Cup qualifier",0,1,0,1,0,1
"Malawi","Chad","2010-10-09","African Nations Cup qualifier",6,2,6,2,0,1
"Angola","Guinea-Bissau","2010-10-09","African Nations Cup qualifier",1,0,1,0,0,1
"Burundi","Ivory Coast","2010-10-09","African Nations Cup qualifier",0,1,0,1,0,1
"Mali","Liberia","2010-10-09","African Nations Cup qualifier",2,1,2,1,0,1
"Saudi Arabia","Uzbekistan","2010-10-09","Friendly",4,0,4,0,0,1
"Rwanda","Benin","2010-10-09","African Nations Cup qualifier",0,3,0,3,0,1
"Israel","Croatia","2010-10-09","European Championship qualifier",1,2,1,2,0,1
"Kenya","Uganda","2010-10-09","African Nations Cup qualifier",0,0,0,0,0,1
"Tanzania","Morocco","2010-10-09","African Nations Cup qualifier",0,1,0,1,0,1
"New Zealand","Honduras","2010-10-09","Friendly",1,1,1,1,0,1
"France","Romania","2010-10-09","European Championship qualifier",2,0,2,0,0,1
"United States","Poland","2010-10-09","Friendly",2,2,2,2,0,1
"Senegal","Mauritius","2010-10-09","African Nations Cup qualifier",7,0,7,0,0,1
"Taiwan","Macao","2010-10-09","Friendly tournament",7,1,7,1,0,1
"Hungary","San Marino","2010-10-08","European Championship qualifier",8,0,8,0,0,1
"Slovenia","Faroe Islands","2010-10-08","European Championship qualifier",5,1,5,1,0,1
"Montenegro","Switzerland","2010-10-08","European Championship qualifier",1,0,1,0,0,1
"Germany","Turkey","2010-10-08","European Championship qualifier",3,0,3,0,0,1
"Portugal","Denmark","2010-10-08","European Championship qualifier",3,1,3,1,0,1
"Indonesia","Uruguay","2010-10-08","Friendly",1,7,1,7,0,1
"Saint Vincent and the Grenadines","Saint Kitts and Nevis","2010-10-08","CONCACAF Champ & Carib Champ qual",1,1,1,1,0,1
"Ireland","Russia","2010-10-08","European Championship qualifier",2,3,2,3,0,1
"Andorra","Macedonia","2010-10-08","European Championship qualifier",0,2,0,2,0,1
"Albania","Bosnia and Herzegovina","2010-10-08","European Championship qualifier",1,1,1,1,0,1
"Luxembourg","Belarus","2010-10-08","European Championship qualifier",0,0,0,0,0,1
"Armenia","Slovakia","2010-10-08","European Championship qualifier",3,1,3,1,0,1
"Georgia","Malta","2010-10-08","European Championship qualifier",1,0,1,0,0,1
"India","Vietnam","2010-10-08","Friendly",3,1,3,1,0,1
"Serbia","Estonia","2010-10-08","European Championship qualifier",1,3,1,3,0,1
"Northern Ireland","Italy","2010-10-08","European Championship qualifier",0,0,0,0,0,1
"Japan","Argentina","2010-10-08","Friendly",1,0,1,0,0,1
"Ukraine","Canada","2010-10-08","Friendly",2,2,2,2,0,1
"Czechia","Scotland","2010-10-08","European Championship qualifier",1,0,1,0,0,1
"Kuwait","Bahrain","2010-10-08","Friendly",1,3,1,3,0,1
"Spain","Lithuania","2010-10-08","European Championship qualifier",3,1,3,1,0,1
"Colombia","Ecuador","2010-10-08","Friendly",1,0,1,0,0,0
"Panama","El Salvador","2010-10-08","Friendly",1,0,1,0,0,1
"Cyprus","Norway","2010-10-08","European Championship qualifier",1,2,1,2,0,1
"Greece","Latvia","2010-10-08","European Championship qualifier",1,0,1,0,0,1
"Kazakhstan","Belgium","2010-10-08","European Championship qualifier",0,2,0,2,0,1
"Moldova","Netherlands","2010-10-08","European Championship qualifier",0,1,0,1,0,1
"China","Syria","2010-10-08","Friendly",2,1,2,1,0,1
"Barbados","Montserrat","2010-10-08","CONCACAF Champ & Carib Champ qual",5,0,5,0,0,0
"Peru","Costa Rica","2010-10-08","Friendly",2,0,2,0,0,1
"Austria","Azerbaijan","2010-10-08","European Championship qualifier",3,0,3,0,0,1
"Wales","Bulgaria","2010-10-08","European Championship qualifier",0,1,0,1,0,1
"Oman","Gabon","2010-10-08","Friendly",1,0,1,0,0,1
"Brazil","Iran","2010-10-07","Friendly",3,0,3,0,0,0
"Bolivia","Venezuela","2010-10-07","Friendly",1,3,1,3,0,1
"Anguilla","Saint Martin","2010-10-06","CONCACAF Champ & Carib Champ qual",2,1,2,1,0,0
"Barbados","Saint Kitts and Nevis","2010-10-06","CONCACAF Champ & Carib Champ qual",1,1,1,1,0,0
"Puerto Rico","Cayman Islands","2010-10-06","CONCACAF Champ & Carib Champ qual",2,0,2,0,0,1
"Saint Vincent and the Grenadines","Montserrat","2010-10-06","CONCACAF Champ & Carib Champ qual",7,0,7,0,0,1
"Cayman Islands","Anguilla","2010-10-04","CONCACAF Champ & Carib Champ qual",4,1,4,1,0,0
"India","Hong Kong","2010-10-04","Friendly",0,1,0,1,0,1
"Puerto Rico","Saint Martin","2010-10-04","CONCACAF Champ & Carib Champ qual",2,0,2,0,0,1
"Kuwait","Iran","2010-10-03","West Asian Championship",2,1,2,1,0,0
"Puerto Rico","Anguilla","2010-10-02","CONCACAF Champ & Carib Champ qual",3,1,3,1,0,1
"Cayman Islands","Saint Martin","2010-10-02","CONCACAF Champ & Carib Champ qual",1,1,1,1,0,0
"Martinique","Reunion","2010-10-02","French Territory Cup",0,0,0,0,0,0
"Guadeloupe","Mayotte","2010-10-01","French Territory Cup",4,0,4,0,0,0
"Iran","Iraq","2010-10-01","West Asian Championship",2,1,2,1,0,0
"Kuwait","Yemen","2010-10-01","West Asian Championship",1,1,1,1,0,0
"Iraq","Palestine","2010-09-29","West Asian Championship",3,0,3,0,0,0
"New Caledonia","Tahiti","2010-09-29","French Territory Cup",1,1,1,1,0,0
"Guadeloupe","Martinique","2010-09-29","French Territory Cup",2,0,2,0,0,0
"Mayotte","Saint Pierre and Miquelon","2010-09-28","French Territory Cup",10,0,10,0,0,0
"Jordan","Kuwait","2010-09-28","West Asian Championship",2,2,2,2,0,1
"Reunion","French Guiana","2010-09-28","French Territory Cup",1,0,1,0,0,0
"Iran","Oman","2010-09-28","West Asian Championship",2,2,2,2,0,0
"Yemen","Palestine","2010-09-27","West Asian Championship",3,1,3,1,0,0
"Guyana","Trinidad and Tobago","2010-09-26","Friendly",1,1,1,1,0,1
"Kuwait","Syria","2010-09-26","West Asian Championship",2,1,2,1,0,0
"Barbados","Dominica","2010-09-26","Friendly",1,3,1,3,0,1
"Guadeloupe","Tahiti","2010-09-26","French Territory Cup",1,1,1,1,0,0
"Bahrain","Oman","2010-09-26","West Asian Championship",2,0,2,0,0,0
"Martinique","New Caledonia","2010-09-26","French Territory Cup",4,0,4,0,0,0
"Reunion","Mayotte","2010-09-25","French Territory Cup",2,1,2,1,0,0
"Iraq","Yemen","2010-09-25","West Asian Championship",2,1,2,1,0,0
"French Guiana","Saint Pierre and Miquelon","2010-09-25","French Territory Cup",7,0,7,0,0,0
"Barbados","Dominica","2010-09-25","Friendly",0,2,0,2,0,1
"Vietnam","North Korea","2010-09-24","Friendly tournament",0,0,0,0,0,1
"Jordan","Syria","2010-09-24","West Asian Championship",1,1,1,1,0,1
"Iran","Bahrain","2010-09-24","West Asian Championship",3,0,3,0,0,0
"Martinique","Tahiti","2010-09-23","French Territory Cup",4,1,4,1,0,0
"Antigua and Barbuda","Saint Lucia","2010-09-23","Friendly tournament",5,0,5,0,0,1
"Guadeloupe","New Caledonia","2010-09-23","French Territory Cup",1,1,1,1,0,0
"French Guiana","Mayotte","2010-09-22","French Territory Cup",2,2,2,2,0,0
"Reunion","Saint Pierre and Miquelon","2010-09-22","French Territory Cup",11,0,11,0,0,0
"Iraq","Oman","2010-09-21","Friendly",3,2,3,2,0,0
"Trinidad and Tobago","Saint Lucia","2010-09-21","Friendly tournament",3,0,3,0,0,0
"Jordan","Bahrain","2010-09-19","Friendly",2,0,2,0,0,1
"Antigua and Barbuda","Trinidad and Tobago","2010-09-19","Friendly tournament",0,1,0,1,0,1
"Saint Vincent and the Grenadines","Grenada","2010-09-19","Friendly",0,0,0,0,0,1
"Saint Martin","British Virgin Islands","2010-09-19","Friendly",3,1,3,1,0,1
"British Virgin Islands","Anguilla","2010-09-18","Friendly",2,1,2,1,0,0
"Yemen","Zambia","2010-09-18","Friendly",0,1,0,1,0,1
"Saint Vincent and the Grenadines","Grenada","2010-09-17","Friendly",0,1,0,1,0,1
"Jordan","Iraq","2010-09-16","Friendly",4,1,4,1,0,1
"India","Namibia","2010-09-15","Friendly",2,0,2,0,0,1
"French Guiana","Suriname","2010-09-11","Friendly",1,2,1,2,0,1
"Belize","Trinidad and Tobago","2010-09-10","Friendly",0,0,0,0,0,1
"Saint Lucia","Saint Vincent and the Grenadines","2010-09-10","Friendly",1,5,1,5,0,1
"India","Thailand","2010-09-08","Friendly",1,2,1,2,0,1
"Sweden","San Marino","2010-09-07","European Championship qualifier",6,0,6,0,0,1
"Italy","Faroe Islands","2010-09-07","European Championship qualifier",5,0,5,0,0,1
"Switzerland","England","2010-09-07","European Championship qualifier",1,3,1,3,0,1
"Turkey","Belgium","2010-09-07","European Championship qualifier",3,2,3,2,0,1
"Norway","Portugal","2010-09-07","European Championship qualifier",1,0,1,0,0,1
"Ireland","Andorra","2010-09-07","European Championship qualifier",3,1,3,1,0,1
"United Arab Emirates","Kuwait","2010-09-07","Friendly",3,0,3,0,0,1
"Macedonia","Armenia","2010-09-07","European Championship qualifier",2,2,2,2,0,1
"Belarus","Romania","2010-09-07","European Championship qualifier",0,0,0,0,0,1
"Georgia","Israel","2010-09-07","European Championship qualifier",0,0,0,0,0,1
"Peru","Jamaica","2010-09-07","Friendly",2,1,2,1,0,0
"Estonia","Uzbekistan","2010-09-07","Friendly",3,3,3,3,0,1
"Panama","Trinidad and Tobago","2010-09-07","Friendly",3,0,3,0,0,1
"Albania","Luxembourg","2010-09-07","European Championship qualifier",1,0,1,0,0,1
"South Korea","Iran","2010-09-07","Friendly",0,1,0,1,0,1
"Japan","Guatemala","2010-09-07","Friendly",2,1,2,1,0,1
"Argentina","Spain","2010-09-07","Friendly",4,1,4,1,0,1
"Canada","Honduras","2010-09-07","Friendly",2,1,2,1,0,1
"Yemen","Syria","2010-09-07","Friendly",2,1,2,1,0,1
"Scotland","Liechtenstein","2010-09-07","European Championship qualifier",2,1,2,1,0,1
"Ukraine","Chile","2010-09-07","Friendly",2,1,2,1,0,1
"Hungary","Moldova","2010-09-07","European Championship qualifier",2,1,2,1,0,1
"Denmark","Iceland","2010-09-07","European Championship qualifier",1,0,1,0,0,1
"Netherlands","Finland","2010-09-07","European Championship qualifier",2,1,2,1,0,1
"Venezuela","Ecuador","2010-09-07","Friendly",1,0,1,0,0,1
"Mexico","Colombia","2010-09-07","Friendly",1,0,1,0,0,1
"Czechia","Lithuania","2010-09-07","European Championship qualifier",0,1,0,1,0,1
"Serbia","Slovenia","2010-09-07","European Championship qualifier",1,1,1,1,0,1
"Germany","Azerbaijan","2010-09-07","European Championship qualifier",6,1,6,1,0,1
"Malta","Latvia","2010-09-07","European Championship qualifier",0,2,0,2,0,1
"Qatar","Oman","2010-09-07","Friendly",1,1,1,1,0,1
"Guatemala","El Salvador","2010-09-07","Friendly",2,0,2,0,0,0
"China","Paraguay","2010-09-07","Friendly",1,1,1,1,0,1
"Russia","Slovakia","2010-09-07","European Championship qualifier",0,1,0,1,0,1
"Bulgaria","Montenegro","2010-09-07","European Championship qualifier",0,1,0,1,0,1
"Croatia","Greece","2010-09-07","European Championship qualifier",0,0,0,0,0,1
"Bosnia and Herzegovina","France","2010-09-07","European Championship qualifier",0,2,0,2,0,1
"Austria","Kazakhstan","2010-09-07","European Championship qualifier",2,0,2,0,0,1
"Poland","Australia","2010-09-07","Friendly",1,2,1,2,0,1
"Burkina Faso","Gabon","2010-09-06","Friendly",1,1,1,1,0,0
"Zambia","Comoros","2010-09-05","African Nations Cup qualifier",4,0,4,0,0,1
"Mozambique","Libya","2010-09-05","African Nations Cup qualifier",0,0,0,0,0,1
"Nigeria","Madagascar","2010-09-05","African Nations Cup qualifier",2,0,2,0,0,1
"Benin","Burundi","2010-09-05","African Nations Cup qualifier",1,1,1,1,0,1
"Egypt","Sierra Leone","2010-09-05","African Nations Cup qualifier",1,1,1,1,0,1
"Ethiopia","Guinea","2010-09-05","African Nations Cup qualifier",1,4,1,4,0,1
"Liberia","Zimbabwe","2010-09-05","African Nations Cup qualifier",1,1,1,1,0,1
"Swaziland","Ghana","2010-09-05","African Nations Cup qualifier",0,3,0,3,0,1
"Democratic Republic of Congo","Senegal","2010-09-05","African Nations Cup qualifier",2,4,2,4,0,0
"Jamaica","Costa Rica","2010-09-05","Friendly",1,0,1,0,0,1
"Morocco","Central African Republic","2010-09-04","African Nations Cup qualifier",0,0,0,0,0,1
"Mauritius","Cameroon","2010-09-04","African Nations Cup qualifier",1,3,1,3,0,1
"Ivory Coast","Rwanda","2010-09-04","African Nations Cup qualifier",3,0,3,0,0,1
"South Africa","Niger","2010-09-04","African Nations Cup qualifier",2,0,2,0,0,1
"Cape Verde","Mali","2010-09-04","African Nations Cup qualifier",1,0,1,0,0,1
"Tunisia","Malawi","2010-09-04","African Nations Cup qualifier",2,2,2,2,0,1
"Uganda","Angola","2010-09-04","African Nations Cup qualifier",3,0,3,0,0,1
"Sudan","Congo","2010-09-04","African Nations Cup qualifier",2,0,2,0,0,1
"Japan","Paraguay","2010-09-04","Friendly",1,0,1,0,0,1
"Canada","Peru","2010-09-04","Friendly",0,2,0,2,0,1
"Mexico","Ecuador","2010-09-04","Friendly",1,2,1,2,0,1
"Botswana","Togo","2010-09-04","African Nations Cup qualifier",2,1,2,1,0,1
"Thailand","India","2010-09-04","Friendly",1,0,1,0,0,1
"Guatemala","Nicaragua","2010-09-04","Friendly",5,0,5,0,0,0
"Gambia","Namibia","2010-09-04","African Nations Cup qualifier",3,1,3,1,0,1
"Guinea-Bissau","Kenya","2010-09-04","African Nations Cup qualifier",1,0,1,0,0,1
"Poland","Ukraine","2010-09-04","Friendly",1,1,1,1,0,1
"El Salvador","Honduras","2010-09-04","Friendly tournament",2,2,2,2,0,0
"San Marino","Netherlands","2010-09-03","European Championship qualifier",0,5,0,5,0,1
"Faroe Islands","Serbia","2010-09-03","European Championship qualifier",0,3,0,3,0,1
"Sweden","Hungary","2010-09-03","European Championship qualifier",2,0,2,0,0,1
"Switzerland","Australia","2010-09-03","Friendly",0,0,0,0,0,1
"Kazakhstan","Turkey","2010-09-03","European Championship qualifier",0,3,0,3,0,1
"Portugal","Cyprus","2010-09-03","European Championship qualifier",4,4,4,4,0,1
"Armenia","Ireland","2010-09-03","European Championship qualifier",0,1,0,1,0,1
"Slovakia","Macedonia","2010-09-03","European Championship qualifier",1,0,1,0,0,1
"Luxembourg","Bosnia and Herzegovina","2010-09-03","European Championship qualifier",0,3,0,3,0,1
"France","Belarus","2010-09-03","European Championship qualifier",0,1,0,1,0,1
"Greece","Georgia","2010-09-03","European Championship qualifier",1,1,1,1,0,1
"Estonia","Italy","2010-09-03","European Championship qualifier",1,2,1,2,0,1
"Slovenia","Northern Ireland","2010-09-03","European Championship qualifier",0,1,0,1,0,1
"Lithuania","Scotland","2010-09-03","European Championship qualifier",0,0,0,0,0,1
"Kuwait","Syria","2010-09-03","Friendly",3,0,3,0,0,1
"Liechtenstein","Spain","2010-09-03","European Championship qualifier",0,4,0,4,0,1
"Iceland","Norway","2010-09-03","European Championship qualifier",1,2,1,2,0,1
"Moldova","Finland","2010-09-03","European Championship qualifier",2,0,2,0,0,1
"Belgium","Germany","2010-09-03","European Championship qualifier",0,1,0,1,0,1
"Panama","Costa Rica","2010-09-03","Friendly",2,2,2,2,0,1
"China","Iran","2010-09-03","Friendly",0,2,0,2,0,1
"England","Bulgaria","2010-09-03","European Championship qualifier",4,0,4,0,0,1
"Qatar","Bahrain","2010-09-03","Friendly",1,1,1,1,0,1
"Andorra","Russia","2010-09-03","European Championship qualifier",0,2,0,2,0,1
"Latvia","Croatia","2010-09-03","European Championship qualifier",0,3,0,3,0,1
"Oman","Malaysia","2010-09-03","Friendly",3,0,3,0,0,0
"Venezuela","Colombia","2010-09-03","Friendly",0,2,0,2,0,1
"Algeria","Tanzania","2010-09-03","African Nations Cup qualifier",1,1,1,1,0,1
"Romania","Albania","2010-09-03","European Championship qualifier",1,1,1,1,0,1
"Montenegro","Wales","2010-09-03","European Championship qualifier",1,0,1,0,0,1
"Israel","Malta","2010-09-02","European Championship qualifier",3,1,3,1,0,1
"Madagascar","Comoros","2010-08-29","Friendly",1,0,1,0,0,1
"Ethiopia","Chad","2010-08-29","Friendly",1,0,1,0,0,1
"Saint Kitts and Nevis","Antigua and Barbuda","2010-08-28","Friendly",1,1,1,1,0,1
"Saint Lucia","Martinique","2010-08-26","Friendly",1,3,1,3,0,1
"Madagascar","Mayotte","2010-08-20","Friendly",0,0,0,0,0,1
"Ethiopia","Kenya","2010-08-18","Friendly",0,3,0,3,0,1
"Malawi","Botswana","2010-08-11","African Nations Cup qualifier",1,1,1,1,0,1
"Burkina Faso","Congo","2010-08-11","Friendly",3,0,3,0,0,0
"Poland","Cameroon","2010-08-11","Friendly",0,3,0,3,0,1
"Estonia","Faroe Islands","2010-08-11","European Championship qualifier",2,1,2,1,0,1
"Sweden","Scotland","2010-08-11","Friendly",3,0,3,0,0,1
"Austria","Switzerland","2010-08-11","Friendly",0,1,0,1,0,1
"Algeria","Gabon","2010-08-11","Friendly",1,2,1,2,0,1
"Turkey","Romania","2010-08-11","Friendly",2,0,2,0,0,1
"Ireland","Argentina","2010-08-11","Friendly",0,1,0,1,0,1
"Malta","Macedonia","2010-08-11","Friendly",1,1,1,1,0,1
"South Africa","Ghana","2010-08-11","Friendly",1,0,1,0,0,1
"Lithuania","Belarus","2010-08-11","Friendly",0,2,0,2,0,1
"Armenia","Iran","2010-08-11","Friendly",1,3,1,3,0,1
"Moldova","Georgia","2010-08-11","Friendly",0,0,0,0,0,1
"Morocco","Equatorial Guinea","2010-08-11","Friendly",2,1,2,1,0,1
"Mozambique","Swaziland","2010-08-11","Friendly",2,1,2,1,0,1
"Senegal","Cape Verde","2010-08-11","Friendly",1,0,1,0,0,1
"Uruguay","Angola","2010-08-11","Friendly",2,0,2,0,0,0
"Trinidad and Tobago","Jamaica","2010-08-11","Friendly",1,3,1,3,0,1
"Bolivia","Colombia","2010-08-11","Friendly",1,1,1,1,0,1
"Montenegro","Northern Ireland","2010-08-11","Friendly",2,0,2,0,0,1
"Wales","Luxembourg","2010-08-11","Friendly",5,1,5,1,0,1
"South Korea","Nigeria","2010-08-11","Friendly",2,1,2,1,0,1
"Azerbaijan","Kuwait","2010-08-11","Friendly",1,1,1,1,0,1
"Mexico","Spain","2010-08-11","Friendly",1,1,1,1,0,1
"Thailand","Singapore","2010-08-11","Friendly",1,0,1,0,0,1
"Egypt","Democratic Republic of Congo","2010-08-11","Friendly",6,3,6,3,0,1
"Mauritania","Palestine","2010-08-11","Friendly",0,0,0,0,0,1
"England","Hungary","2010-08-11","Friendly",2,1,2,1,0,1
"Iceland","Liechtenstein","2010-08-11","Friendly",1,1,1,1,0,1
"Finland","Belgium","2010-08-11","Friendly",1,0,1,0,0,1
"Saudi Arabia","Togo","2010-08-11","Friendly",1,0,1,0,0,1
"Serbia","Greece","2010-08-11","Friendly",0,1,0,1,0,1
"Denmark","Germany","2010-08-11","Friendly",2,2,2,2,0,1
"Panama","Venezuela","2010-08-11","Friendly",3,1,3,1,0,1
"Guinea","Mali","2010-08-11","Friendly",2,0,2,0,0,0
"Norway","France","2010-08-11","Friendly",2,1,2,1,0,1
"China","Bahrain","2010-08-11","Friendly",1,1,1,1,0,1
"Cyprus","Andorra","2010-08-11","Friendly",1,0,1,0,0,1
"Czechia","Latvia","2010-08-11","Friendly",4,1,4,1,0,1
"Benin","Niger","2010-08-11","Friendly",0,0,0,0,0,1
"Ukraine","Netherlands","2010-08-11","Friendly",1,1,1,1,0,1
"Chad","Tunisia","2010-08-11","African Nations Cup qualifier",1,3,1,3,0,1
"Paraguay","Costa Rica","2010-08-11","Friendly",2,0,2,0,0,1
"Tanzania","Kenya","2010-08-11","Friendly",1,1,1,1,0,1
"Russia","Bulgaria","2010-08-11","Friendly",1,0,1,0,0,1
"Slovakia","Croatia","2010-08-11","Friendly",1,1,1,1,0,1
"Slovenia","Australia","2010-08-11","Friendly",2,0,2,0,0,1
"Uganda","Zambia","2010-08-11","Friendly",1,1,1,1,0,1
